GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,3.3,3.3 [2.6-4.3],2.6,4.3
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0,0 [0 - 0.38],0,0.379908649
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),0.8,0.8 [0.4-1.6],0.4,1.6
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2011,2011,2011,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,52.62092586,52.6 [42.1-64.6],42.14010306,64.64732777
WSH_1,SDG 3.9.2 WASH deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sdg-3-9-2-wash-deaths,2019,2019,2019,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,3823,3823,,
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2015,2015,2015,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,18.3141619,18.3 [17.0 - 19.7],16.9622264,19.6660975
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,20,20.0 [16.0-25.3],16,25.3
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.880447396,1.9,,
AIR_60,Household and ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,646493.018,646 493 [397 617-926 025],397616.858,926024.717
NCD_BMI_30A,"Obesity among adults, BMI ≥ 30 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,3.130044,3.1 [2.5-3.8],2.4774071,3.847941
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1994,1994,1994,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,20009,20 009 [16 812-23 544],16812,23544
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-at-least-basic-sanitation-services-%28-%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,57.6201394,58,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00318,0,,
RS_229,Availability of funding for national road safety strategy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/availability-of-funding-for-national-road-safety-strategy,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,,,,,Not funded,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2011,2011,2011,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0,0,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,3.100424244,3.1 [1.8-4.7],1.835366198,4.698464022
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2019,2019,2019,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,37.312272,37.3 [27.3-47.9],27.259508,47.88
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.10847,0.1,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP60,Wealth - Top 60%,35.4,35.4 [33.2-37.7],33.2,37.7
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0,0 [0 - 2.5],0,2.5
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,19.05789,19.1 [8.4-33.9],8.4263859,33.915688
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/out-of-pocket-expenditure-%28oop%29-per-capita-in-us,2004,2004,2004,SEAR,South-East Asia,MMR,Myanmar,,,,5.53390268,5.53,,
GDO_q3x3b_1,Existence of legislation to end coercieve practices for people with dementia,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-legislation-to-end-coercieve-practices-for-people-with-dementia,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,,,,,No,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,8655.310943,8655,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2011,2011,2011,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,9.788296694,9.8 [7.6-13.4],7.620139949,13.38563117
TB_e_inc_tbhiv_num,"Number of incident tuberculosis cases,  (HIV-positive cases)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-incident-tuberculosis-cases-%28hiv-positive-cases%29,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,,,,20000,20 000 [9600-34 000],9600,34000
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (thousands), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-numbers-%28in-millions%29,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,73.2,73.2 [61.0-87.9],61,87.9
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2023,2023,2023,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,5.4,5.4 [3.7-7.2],3.7,7.2
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2013,2013,2013,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,6933,6933 [4706-10 136],4706,10136
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,0.5,0.5 [0.2-1.4],0.2,1.4
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,7.38356,7.4,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2016,2016,2016,SEAR,South-East Asia,MMR,Myanmar,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.396701496,0.4,,
TOBACCO_MPOWER_E2_INDIRECTADBANS,Tobacco Enforce bans: E2 indirect advertising,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-enforce-bans--e2-indirect-advertising,2012,2012,2012,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_E12_brand_sharing,Ban on use of brand name of non-tobacco product for tobacco product,,No,,
GDO_q15x2_4,Existence of dementia training for legal professionals,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-dementia-training-for-legal-professionals,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,,,,,Not applicable,,
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,1990,1990,1990,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,51727,51 727 [44 558-60 550],44558,60550
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2002,2002,2002,SEAR,South-East Asia,MMR,Myanmar,,,,0.7,0.7 [0.6 - 0.8],0.6,0.8
TOBACCO_MPOWER_R_TAX,Tobacco Raise taxes: National taxes for tobacco and nicotine products,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-raise-taxes--national-taxes-for-and-nicotine-products,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_TAX_TOTALTAX,Taxes as a % of price: total tax,32.5,32.5,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,9.661199911,9.7 [6.9-13.5],6.879891962,13.45652706
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2020,2020,2020,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.1,0.1 [0 - 1.3],0,1.3
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-age-60,2010,2010,2010,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,13.71931952,13.7 [13.2-14.3],13.15243317,14.32673566
NUTSTUNTINGPREV,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-prevalence,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,29,29.0 [27.2-31.1],27.2,31.1
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,3.7,3.7 [3.6-3.8],3.6,3.8
TOBACCO_MPOWER_M4_SMOKELESSECIGARETTESSCHOOL,"Tobacco Monitor: school-based national surveys, smokeless tobacco or e-cigarettes",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-monitor--m4-school-based-national-surveys--smokeless-or-e-cigarettes,2024,2024,2024,SEAR,South-East Asia,MMR,Myanmar,TOBACCO_INDICATOR,TOBACCO_INDICATOR_Yth_nonsmoked_svy_title,Name of latest youth prevalence survey (nonsmoked),,Global Youth Tobacco Survey,,
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-household-expenditures-on-health-greater-than-10-of-total-household-expenditure-or-income-%28sdg-3-8-2%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,12.94,12.94,,
RSUD_820,Epidemiological data collection for substance use,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/epidemiological-data-collection-for-substance-use,2014,2014,2014,SEAR,South-East Asia,MMR,Myanmar,,,,,One data collection system for drug use only,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1976,1976,1976,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,121.5277967,121.5 [102.9-143.2],102.923656,143.1878321
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2006,2006,2006,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_MLE,Male,54.8061525,54.8 [51.3 - 58.3],51.2671283,58.3451767
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1990,1990,1990,SEAR,South-East Asia,MMR,Myanmar,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0,0,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,1994,1994,1994,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,25.43688521,25.4 [19.4-43.8],19.37377827,43.84089266
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-maternal-deaths,1998,1998,1998,SEAR,South-East Asia,MMR,Myanmar,,,,4193.216703,4193 [3009-5689],3008.851862,5689.310887
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2000,2000,2000,SEAR,South-East Asia,MMR,Myanmar,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),25.8,25.8 [21.9-30.0],21.9,30
NCD_BMI_18A,"Underweight among adults, BMI < 18.5 kg/m2 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_BTSX,Both sexes,26.060814,26.1 [21.8-30.5],21.761768,30.547187
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1998,1998,1998,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,7.8236297,7.8 [4.5-12.2],4.4825938,12.166475
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,8.25964734,8.3 [6.2-10.8],6.215104848,10.7750112
TAXBEV_PRICE,Beverage price,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/beverage-affordability-less-affordable-nonalcoholic,2024,2024,2024,SEAR,South-East Asia,MMR,Myanmar,BEVERAGETYPE,BEVERAGETYPE_ALCOHOLIC,Alcoholic,3.53,3.53,,
GDO_q11x2x5,Provision of governmental funding to dementia nongovernmental organization for activities/services,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/provision-of-governmental-funding-to-dementia-nongovernmental-organization-for-activities-services,2017,2017,2017,SEAR,South-East Asia,MMR,Myanmar,,,,,No,,
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2018,2018,2018,SEAR,South-East Asia,MMR,Myanmar,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,0.015984152,0.02 [0 - 0.22],0,0.223778123
NCD_BMI_PLUS2C,"Obesity among children and adolescents, BMI-for-age > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1991,1991,1991,SEAR,South-East Asia,MMR,Myanmar,SEX,SEX_FMLE,Female,0.58879312,0.6 [0.1-1.8],0.10442735,1.8108008
UHC_SCI_INFECT,UHC Service Coverage sub-index on infectious diseases,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/uhc-sci-components-infectious-diseases,2007,2007,2007,SEAR,South-East Asia,MMR,Myanmar,,,,66,66,,
